Spelthorne,M 350.5 775.5 L 350.5 790.5 L 365.5 790.5 L 365.5 775.5 z
Surrey Heath,M 333.5 775.5 L 333.5 790.5 L 348.5 790.5 L 348.5 775.5 z
Basingstoke,M 316.5 775.5 L 316.5 790.5 L 331.5 790.5 L 331.5 775.5 z
North West Hampshire,M 299.5 775.5 L 299.5 790.5 L 314.5 790.5 L 314.5 775.5 z
Devizes,M 282.5 775.5 L 282.5 790.5 L 297.5 790.5 L 297.5 775.5 z
Chippenham,M 265.5 775.5 L 265.5 790.5 L 280.5 790.5 L 280.5 775.5 z
Kingswood,M 248.5 775.5 L 248.5 790.5 L 263.5 790.5 L 263.5 775.5 z
Newport East,M 231.5 775.5 L 231.5 790.5 L 246.5 790.5 L 246.5 775.5 z
Cardiff North,M 214.5 775.5 L 214.5 790.5 L 229.5 790.5 L 229.5 775.5 z
Vale of Glamorgan,M 197.5 775.5 L 197.5 790.5 L 212.5 790.5 L 212.5 775.5 z
Gower,M 163.5 775.5 L 163.5 790.5 L 178.5 790.5 L 178.5 775.5 z
Carmarthen West and South Pembrokeshire,M 146.5 775.5 L 146.5 790.5 L 161.5 790.5 L 161.5 775.5 z
Gravesham,M 503.5 758.5 L 503.5 773.5 L 518.5 773.5 L 518.5 758.5 z
Erith and Thamesmead,M 486.5 758.5 L 486.5 773.5 L 501.5 773.5 L 501.5 758.5 z
Greenwich and Woolwich,M 469.5 758.5 L 469.5 773.5 L 484.5 773.5 L 484.5 758.5 z
"Lewisham, Deptford",M 452.5 758.5 L 452.5 773.5 L 467.5 773.5 L 467.5 758.5 z
Bermondsey and Old Southwark,M 435.5 758.5 L 435.5 773.5 L 450.5 773.5 L 450.5 758.5 z
Battersea,M 418.5 758.5 L 418.5 773.5 L 433.5 773.5 L 433.5 758.5 z
Chelsea and Fulham,M 401.5 758.5 L 401.5 773.5 L 416.5 773.5 L 416.5 758.5 z
Richmond Park,M 384.5 758.5 L 384.5 773.5 L 399.5 773.5 L 399.5 758.5 z
Feltham and Heston,M 367.5 758.5 L 367.5 773.5 L 382.5 773.5 L 382.5 758.5 z
Hayes and Harlington,M 350.5 758.5 L 350.5 773.5 L 365.5 773.5 L 365.5 758.5 z
Windsor,M 333.5 758.5 L 333.5 773.5 L 348.5 773.5 L 348.5 758.5 z
Wokingham,M 316.5 758.5 L 316.5 773.5 L 331.5 773.5 L 331.5 758.5 z
Newbury,M 299.5 758.5 L 299.5 773.5 L 314.5 773.5 L 314.5 758.5 z
South Swindon,M 282.5 758.5 L 282.5 773.5 L 297.5 773.5 L 297.5 758.5 z
Bath,M 265.5 758.5 L 265.5 773.5 L 280.5 773.5 L 280.5 758.5 z
Bristol East,M 248.5 758.5 L 248.5 773.5 L 263.5 773.5 L 263.5 758.5 z
Newport West,M 231.5 758.5 L 231.5 773.5 L 246.5 773.5 L 246.5 758.5 z
Cardiff West,M 214.5 758.5 L 214.5 773.5 L 229.5 773.5 L 229.5 758.5 z
Bridgend,M 197.5 758.5 L 197.5 773.5 L 212.5 773.5 L 212.5 758.5 z
Swansea East,M 180.5 758.5 L 180.5 773.5 L 195.5 773.5 L 195.5 758.5 z
Llanelli,M 163.5 758.5 L 163.5 773.5 L 178.5 773.5 L 178.5 758.5 z
Preseli Pembrokeshire,M 146.5 758.5 L 146.5 773.5 L 161.5 773.5 L 161.5 758.5 z
Canterbury,M 537.5 741.5 L 537.5 756.5 L 552.5 756.5 L 552.5 741.5 z
Sittingbourne and Sheppey,M 520.5 741.5 L 520.5 756.5 L 535.5 756.5 L 535.5 741.5 z
Gillingham and Rainham,M 503.5 741.5 L 503.5 756.5 L 518.5 756.5 L 518.5 741.5 z
Thurrock,M 486.5 741.5 L 486.5 756.5 L 501.5 756.5 L 501.5 741.5 z
East Ham,M 469.5 741.5 L 469.5 756.5 L 484.5 756.5 L 484.5 741.5 z
Poplar and Limehouse,M 452.5 741.5 L 452.5 756.5 L 467.5 756.5 L 467.5 741.5 z
Bethnal Green and Bow,M 435.5 741.5 L 435.5 756.5 L 450.5 756.5 L 450.5 741.5 z
Cities of London and Westminster,M 418.5 741.5 L 418.5 756.5 L 433.5 756.5 L 433.5 741.5 z
Kensington,M 401.5 741.5 L 401.5 756.5 L 416.5 756.5 L 416.5 741.5 z
Hammersmith,M 384.5 741.5 L 384.5 756.5 L 399.5 756.5 L 399.5 741.5 z
"Ealing, Southall",M 367.5 741.5 L 367.5 756.5 L 382.5 756.5 L 382.5 741.5 z
Uxbridge and South Ruislip,M 350.5 741.5 L 350.5 756.5 L 365.5 756.5 L 365.5 741.5 z
Bracknell,M 333.5 741.5 L 333.5 756.5 L 348.5 756.5 L 348.5 741.5 z
Reading West,M 316.5 741.5 L 316.5 756.5 L 331.5 756.5 L 331.5 741.5 z
Wantage,M 299.5 741.5 L 299.5 756.5 L 314.5 756.5 L 314.5 741.5 z
North Wiltshire,M 282.5 741.5 L 282.5 756.5 L 297.5 756.5 L 297.5 741.5 z
Thornbury and Yate,M 265.5 741.5 L 265.5 756.5 L 280.5 756.5 L 280.5 741.5 z
Bristol West,M 248.5 741.5 L 248.5 756.5 L 263.5 756.5 L 263.5 741.5 z
Cardiff Central,M 231.5 741.5 L 231.5 756.5 L 246.5 756.5 L 246.5 741.5 z
Pontypridd,M 214.5 741.5 L 214.5 756.5 L 229.5 756.5 L 229.5 741.5 z
Ogmore,M 197.5 741.5 L 197.5 756.5 L 212.5 756.5 L 212.5 741.5 z
Swansea West,M 180.5 741.5 L 180.5 756.5 L 195.5 756.5 L 195.5 741.5 z
Carmarthen East and Dinefwr,M 163.5 741.5 L 163.5 756.5 L 178.5 756.5 L 178.5 741.5 z
North Thanet,M 537.5 724.5 L 537.5 739.5 L 552.5 739.5 L 552.5 724.5 z
Castle Point,M 520.5 724.5 L 520.5 739.5 L 535.5 739.5 L 535.5 724.5 z
Rochester and Strood,M 503.5 724.5 L 503.5 739.5 L 518.5 739.5 L 518.5 724.5 z
